,nome,filtro,minucias,nfiq,nfiq2,qmap
1511,f1404_09[TOZI].png.min,Thresh to Zero Invert,158,5,4,2.23193359375
1512,s1423_10[TZER].png.min,Thresh to Zero,13,3,28,1.8037109375
1513,s1494_04[TZER].png.min,Thresh to Zero,83,2,40,2.626708984375
1514,s1403_05[TZER].png.min,Thresh to Zero,0,4,12,2.498291015625
1515,f1478_07[TZER].png.min,Thresh to Zero,48,2,54,1.847900390625
1516,f1379_07[TRUC].png.min,Trunc,165,2,53,2.046875
1517,s1497_03[BINV].png.min,Binary Invert,28,3,24,2.28125
1518,s1433_07[TZER].png.min,Thresh to Zero,20,1,51,0.06494140625
1519,s1454_08[BINV].png.min,Binary Invert,40,3,35,2.947509765625
1520,f1257_04[BINV].png.min,Binary Invert,12,3,13,1.185546875
1521,f1296_07[BINV].png.min,Binary Invert,76,2,41,2.120849609375
1522,s1409_06[TOZI].png.min,Thresh to Zero Invert,367,2,55,2.858642578125
1523,f1265_06[TZER].png.min,Thresh to Zero,147,5,5,1.984619140625
1524,f1403_05.png.min,No Filter,171,2,36,2.785888671875
1525,s1401_06[BINV].png.min,Binary Invert,98,3,12,1.227783203125
1526,f1251_03[TZER].png.min,Thresh to Zero,100,4,19,1.492919921875
1527,f1328_01[BINA].png.min,Binary,49,4,15,2.674560546875
1528,f1499_01[TZER].png.min,Thresh to Zero,69,5,23,2.9091796875
1529,f1281_08[BINA].png.min,Binary,85,4,18,1.52734375
1530,f1483_05[BINA].png.min,Binary,60,3,25,1.386474609375
1531,s1480_02[TOZI].png.min,Thresh to Zero Invert,223,3,44,2.81591796875
1532,s1288_04[BINV].png.min,Binary Invert,130,1,52,1.197265625
1533,f1388_08[TZER].png.min,Thresh to Zero,16,4,15,2.85888671875
1534,s1453_07[TRUC].png.min,Trunc,88,3,24,2.759765625
1535,s1391_10.png.min,No Filter,145,5,12,0.64208984375
1536,f1371_08[BINA].png.min,Binary,51,4,23,0.03271484375
1537,f1479_10[TOZI].png.min,Thresh to Zero Invert,150,2,34,1.002197265625
1538,s1330_03[TZER].png.min,Thresh to Zero,129,4,21,1.043701171875
1539,f1294_07[TZER].png.min,Thresh to Zero,129,4,13,2.166015625
1540,f1445_10.png.min,No Filter,137,3,22,2.854248046875
1541,f1475_09[BINV].png.min,Binary Invert,70,2,46,1.5224609375
1542,f1345_06[BINV].png.min,Binary Invert,116,5,8,2.2158203125
1543,f1469_04.png.min,No Filter,209,4,5,2.4755859375
1544,f1315_02[BINV].png.min,Binary Invert,34,1,33,2.5029296875
1545,f1312_10.png.min,No Filter,142,3,21,0.673583984375
1546,f1453_07[TOZI].png.min,Thresh to Zero Invert,244,3,40,1.769775390625
1547,s1269_04[BINV].png.min,Binary Invert,97,3,21,0.825439453125
1548,f1351_05[TOZI].png.min,Thresh to Zero Invert,186,5,5,1.75390625
1549,s1474_04[TOZI].png.min,Thresh to Zero Invert,212,2,36,1.708740234375
1550,f1380_02[BINV].png.min,Binary Invert,23,2,24,0.41064453125
1551,f1329_10.png.min,No Filter,114,3,23,2.28955078125
1552,f1434_03[BINV].png.min,Binary Invert,149,2,20,2.96533203125
1553,f1366_06[TZER].png.min,Thresh to Zero,50,3,43,0.041748046875
1554,s1424_10.png.min,No Filter,161,4,24,2.34814453125
1555,s1390_07.png.min,No Filter,126,4,22,2.406005859375
1556,f1288_04[TZER].png.min,Thresh to Zero,139,3,31,2.4169921875
1557,s1419_05[TZER].png.min,Thresh to Zero,87,2,21,0.217041015625
1558,s1467_09[TRUC].png.min,Trunc,141,3,22,1.4111328125
1559,f1455_03.png.min,No Filter,78,2,48,2.697021484375
1560,f1296_07.png.min,No Filter,113,1,47,1.418212890625
1561,f1406_03.png.min,No Filter,152,3,26,1.97509765625
1562,s1317_07[TRUC].png.min,Trunc,36,2,16,2.864013671875
1563,f1384_07[TRUC].png.min,Trunc,113,2,11,1.6474609375
1564,s1395_02[TOZI].png.min,Thresh to Zero Invert,124,4,13,3.010986328125
1565,s1406_03[TZER].png.min,Thresh to Zero,150,1,50,1.4521484375
1566,s1409_06[BINA].png.min,Binary,117,3,28,2.30859375
1567,s1313_03[TOZI].png.min,Thresh to Zero Invert,233,1,53,0.720947265625
1568,s1360_02[BINA].png.min,Binary,87,4,16,2.0224609375
1569,s1484_02[TOZI].png.min,Thresh to Zero Invert,112,5,9,2.226806640625
1570,f1468_09.png.min,No Filter,110,2,40,0.908447265625
1571,s1283_03.png.min,No Filter,158,2,37,2.35205078125
1572,f1326_07[BINA].png.min,Binary,96,3,34,1.86767578125
1573,s1409_06.png.min,No Filter,120,3,22,2.578125
1574,f1390_07[TZER].png.min,Thresh to Zero,6,3,22,1.682861328125
1575,s1445_10[TOZI].png.min,Thresh to Zero Invert,134,4,15,1.01904296875
1576,s1454_08[BINA].png.min,Binary,26,2,33,2.99169921875
1577,s1393_01[TZER].png.min,Thresh to Zero,128,1,49,1.05029296875
1578,f1474_04[TRUC].png.min,Trunc,129,3,37,2.5595703125
1579,f1362_01[TOZI].png.min,Thresh to Zero Invert,240,3,13,3.111083984375
1580,f1493_08[BINA].png.min,Binary,77,2,50,1.956787109375
1581,f1474_04.png.min,No Filter,155,4,20,1.11669921875
1582,f1481_02.png.min,No Filter,131,1,40,1.1484375
1583,s1484_02.png.min,No Filter,91,1,51,2.2353515625
1584,s1475_09[BINV].png.min,Binary Invert,131,1,40,0.610107421875
1585,f1340_01.png.min,No Filter,133,4,19,0.825439453125
1586,f1263_09[BINV].png.min,Binary Invert,65,2,47,2.569580078125
1587,s1370_05.png.min,No Filter,132,3,35,1.713134765625
1588,f1493_08.png.min,No Filter,93,5,30,2.887939453125
1589,s1301_05[TOZI].png.min,Thresh to Zero Invert,176,3,19,2.795654296875
1590,f1295_07[BINV].png.min,Binary Invert,96,2,41,2.14453125
1591,s1307_03[TOZI].png.min,Thresh to Zero Invert,203,2,48,1.926025390625
1592,f1360_02.png.min,No Filter,101,4,20,2.656982421875
1593,s1362_01[TZER].png.min,Thresh to Zero,106,1,46,2.53662109375
1594,f1476_02[BINV].png.min,Binary Invert,76,3,34,2.20654296875
1595,f1497_03[TRUC].png.min,Trunc,113,1,61,0.94677734375
1596,s1469_04[TOZI].png.min,Thresh to Zero Invert,294,5,8,2.09423828125
1597,s1330_03[TRUC].png.min,Trunc,51,5,10,0.747314453125
1598,f1326_07.png.min,No Filter,108,2,51,1.25146484375
1599,f1338_03[TZER].png.min,Thresh to Zero,90,4,12,1.44140625
1600,f1273_08[TRUC].png.min,Trunc,115,5,4,1.65087890625
1601,f1356_02[TOZI].png.min,Thresh to Zero Invert,71,4,27,0.1259765625
1602,s1272_01[TRUC].png.min,Trunc,65,3,34,0.90576171875
1603,f1284_05[TOZI].png.min,Thresh to Zero Invert,133,5,7,0.46826171875
1604,s1478_07.png.min,No Filter,141,4,18,2.6640625
1605,f1308_07[BINA].png.min,Binary,42,2,42,1.67626953125
1606,f1476_02[TRUC].png.min,Trunc,61,1,51,2.771240234375
1607,s1392_10[TZER].png.min,Thresh to Zero,71,1,41,1.894287109375
1608,s1328_01[TRUC].png.min,Trunc,164,2,53,1.669189453125
1609,f1465_01[TZER].png.min,Thresh to Zero,95,4,5,0.04638671875
1610,s1309_05[BINV].png.min,Binary Invert,113,1,45,2.133544921875
1611,s1294_07[BINV].png.min,Binary Invert,90,3,59,1.961669921875
1612,f1492_09.png.min,No Filter,150,3,27,1.847412109375
1613,f1383_03[BINA].png.min,Binary,52,3,46,3.057861328125
1614,f1329_10[BINA].png.min,Binary,19,2,58,1.720703125
1615,f1447_03[BINV].png.min,Binary Invert,102,3,44,2.6748046875
1616,f1489_04.png.min,No Filter,142,3,41,1.482666015625
1617,f1323_03[TRUC].png.min,Trunc,113,5,11,1.497314453125
1618,s1287_02[TOZI].png.min,Thresh to Zero Invert,147,3,37,2.3662109375
1619,s1256_07[BINA].png.min,Binary,105,5,23,2.73046875
1620,s1473_08.png.min,No Filter,173,3,25,2.256103515625
1621,s1404_09.png.min,No Filter,120,4,22,2.0419921875
1622,s1335_08.png.min,No Filter,158,1,39,1.405517578125
1623,f1355_05[TZER].png.min,Thresh to Zero,113,2,30,0.86767578125
1624,s1487_04[TZER].png.min,Thresh to Zero,71,1,55,0.05322265625
1625,s1464_10[TOZI].png.min,Thresh to Zero Invert,221,2,36,1.588134765625
1626,s1303_10[BINA].png.min,Binary,4,2,45,1.70654296875
1627,f1315_02.png.min,No Filter,108,2,19,2.013427734375
1628,s1302_02[TOZI].png.min,Thresh to Zero Invert,285,5,13,2.072021484375
1629,f1317_07[BINA].png.min,Binary,37,4,12,2.341796875
1630,f1403_05[TZER].png.min,Thresh to Zero,149,2,35,2.638916015625
1631,f1322_09[TOZI].png.min,Thresh to Zero Invert,270,2,23,0.858642578125
1632,s1447_03[TOZI].png.min,Thresh to Zero Invert,161,4,23,1.447998046875
1633,s1466_09[TZER].png.min,Thresh to Zero,51,1,58,1.8818359375
1634,s1401_06.png.min,No Filter,142,5,4,0.32666015625
1635,s1362_01.png.min,No Filter,130,5,6,1.412353515625
1636,s1379_07[TRUC].png.min,Trunc,186,1,51,1.890625
1637,s1443_03[BINA].png.min,Binary,3,3,27,0.14892578125
1638,s1255_07[TZER].png.min,Thresh to Zero,77,2,35,0.58154296875
1639,f1372_04[BINV].png.min,Binary Invert,107,4,8,1.302734375
1640,f1320_10[TOZI].png.min,Thresh to Zero Invert,98,3,4,0.20703125
1641,f1265_06.png.min,No Filter,129,3,31,0.73974609375
1642,f1421_04[BINV].png.min,Binary Invert,143,3,25,0.736572265625
1643,s1264_05.png.min,No Filter,127,3,44,2.2099609375
1644,f1409_06[TRUC].png.min,Trunc,66,2,46,0.12890625
1645,s1346_05.png.min,No Filter,156,4,25,2.272705078125
1646,s1462_09[BINA].png.min,Binary,97,3,31,1.405517578125
1647,s1292_07[TRUC].png.min,Trunc,45,5,4,1.360107421875
1648,f1301_05[TOZI].png.min,Thresh to Zero Invert,148,5,3,2.98193359375
1649,s1259_08[TOZI].png.min,Thresh to Zero Invert,209,1,54,1.418701171875
1650,s1417_02[BINA].png.min,Binary,84,2,11,2.90283203125
1651,s1337_02[BINA].png.min,Binary,108,2,27,0.755126953125
1652,s1363_08[BINV].png.min,Binary Invert,96,2,22,2.15380859375
1653,s1345_06[TZER].png.min,Thresh to Zero,152,3,22,0.26171875
1654,s1324_08[TRUC].png.min,Trunc,104,4,19,0.341064453125
1655,s1443_03[BINV].png.min,Binary Invert,9,2,53,0.4853515625
1656,s1364_05[TRUC].png.min,Trunc,103,4,18,0.816650390625
1657,f1309_05[TRUC].png.min,Trunc,136,2,37,2.240478515625
1658,s1471_01[TZER].png.min,Thresh to Zero,82,1,46,2.218994140625
1659,f1283_03[TZER].png.min,Thresh to Zero,165,5,9,2.14697265625
1660,f1258_09[BINA].png.min,Binary,86,5,16,2.374267578125
1661,s1288_04[TRUC].png.min,Trunc,128,2,35,1.547607421875
1662,f1456_10[BINA].png.min,Binary,28,4,28,2.150146484375
1663,s1392_10.png.min,No Filter,92,3,26,3.051513671875
1664,f1326_07[TRUC].png.min,Trunc,8,3,37,2.1787109375
1665,f1391_10[BINA].png.min,Binary,49,2,50,2.456298828125
1666,s1310_09[TZER].png.min,Thresh to Zero,73,2,33,2.11279296875
1667,f1499_01.png.min,No Filter,103,2,49,1.69384765625
1668,s1407_04.png.min,No Filter,150,3,15,0.679931640625
1669,f1464_10[BINV].png.min,Binary Invert,88,1,46,1.0888671875
1670,s1260_04[TZER].png.min,Thresh to Zero,79,3,28,1.8125
1671,s1273_08[BINA].png.min,Binary,111,1,53,0.618896484375
1672,s1358_09[TOZI].png.min,Thresh to Zero Invert,74,3,32,0.87109375
1673,f1434_03[TRUC].png.min,Trunc,146,5,10,1.894287109375
1674,f1461_07[TZER].png.min,Thresh to Zero,67,3,21,2.947021484375
1675,f1333_08[TZER].png.min,Thresh to Zero,75,3,31,2.65234375
1676,f1456_10[BINV].png.min,Binary Invert,27,3,50,0.02783203125
1677,f1476_02[BINA].png.min,Binary,68,3,12,3.1220703125
1678,f1468_09[BINA].png.min,Binary,93,4,26,1.05029296875
1679,s1499_01[TRUC].png.min,Trunc,144,2,42,1.7548828125
1680,f1361_10[TOZI].png.min,Thresh to Zero Invert,177,5,11,2.693359375
1681,f1276_01.png.min,No Filter,113,3,35,2.26123046875
1682,f1485_05[BINV].png.min,Binary Invert,106,3,55,2.166015625
1683,f1428_07[BINV].png.min,Binary Invert,69,3,25,2.772216796875
1684,s1457_09[BINA].png.min,Binary,34,5,8,1.280517578125
1685,s1269_04[TOZI].png.min,Thresh to Zero Invert,251,3,10,2.751708984375
1686,s1434_03[TZER].png.min,Thresh to Zero,60,3,51,2.07177734375
1687,s1481_02[BINV].png.min,Binary Invert,155,1,46,0.353759765625
1688,s1387_02[BINV].png.min,Binary Invert,76,1,51,1.588134765625
1689,f1278_06[BINA].png.min,Binary,109,1,39,2.3681640625
1690,f1269_04[TOZI].png.min,Thresh to Zero Invert,299,2,13,0.180419921875
1691,s1423_10[BINV].png.min,Binary Invert,11,4,25,1.393798828125
1692,f1283_03[TRUC].png.min,Trunc,79,3,38,0.4248046875
1693,s1369_07[TZER].png.min,Thresh to Zero,73,5,8,0.05322265625
1694,f1385_06[TOZI].png.min,Thresh to Zero Invert,198,2,40,1.71044921875
1695,f1414_08[BINA].png.min,Binary,57,5,14,0.8359375
1696,s1266_08[TRUC].png.min,Trunc,127,2,44,0.8759765625
1697,f1298_05[BINV].png.min,Binary Invert,72,4,25,1.710205078125
1698,s1441_02[BINA].png.min,Binary,113,2,47,1.71533203125
1699,s1412_04[TZER].png.min,Thresh to Zero,11,1,54,2.195556640625
1700,f1457_09[BINV].png.min,Binary Invert,95,5,23,0.402099609375
1701,s1258_09[BINA].png.min,Binary,78,1,58,1.2626953125
1702,s1321_06[TRUC].png.min,Trunc,127,3,26,1.44384765625
1703,f1371_08.png.min,No Filter,107,1,50,2.150634765625
1704,s1461_07[BINV].png.min,Binary Invert,146,2,43,1.8271484375
1705,s1484_02[BINV].png.min,Binary Invert,62,5,20,0.8681640625
1706,f1456_10[TOZI].png.min,Thresh to Zero Invert,194,2,19,0.158203125
1707,s1295_07.png.min,No Filter,111,2,16,3.145263671875
1708,f1478_07[BINA].png.min,Binary,35,4,33,1.756591796875
1709,f1299_07[TRUC].png.min,Trunc,146,4,25,2.708251953125
1710,f1396_07[BINV].png.min,Binary Invert,1,3,35,1.42138671875
1711,s1440_05.png.min,No Filter,103,3,24,2.940185546875
1712,s1393_01[TRUC].png.min,Trunc,165,3,26,2.44677734375
1713,s1455_03[TZER].png.min,Thresh to Zero,90,4,5,2.015380859375
1714,f1344_09[BINV].png.min,Binary Invert,99,2,40,1.214599609375
1715,s1371_08[BINV].png.min,Binary Invert,6,3,32,1.281982421875
1716,f1279_08[TRUC].png.min,Trunc,129,5,7,0.12353515625
1717,f1318_05.png.min,No Filter,148,1,45,2.0986328125
1718,s1370_05[BINV].png.min,Binary Invert,5,5,18,2.663818359375
1719,s1369_07[BINA].png.min,Binary,68,3,31,2.76123046875
1720,s1371_08[TOZI].png.min,Thresh to Zero Invert,182,4,12,1.870849609375
1721,f1256_07[BINA].png.min,Binary,94,4,23,2.360595703125
1722,s1422_06.png.min,No Filter,105,3,31,1.990966796875
1723,f1461_07[TOZI].png.min,Thresh to Zero Invert,281,2,50,0.171875
1724,f1430_05[TZER].png.min,Thresh to Zero,79,4,20,2.846435546875
1725,f1450_09[BINA].png.min,Binary,17,2,50,2.475341796875
1726,s1421_04[BINA].png.min,Binary,22,2,40,1.465087890625
1727,f1396_07[TOZI].png.min,Thresh to Zero Invert,1,4,19,2.2763671875
1728,f1388_08[BINV].png.min,Binary Invert,15,3,17,1.454345703125
1729,f1302_02[BINA].png.min,Binary,115,1,40,0.621337890625
1730,f1349_04[TZER].png.min,Thresh to Zero,56,2,56,2.1962890625
1731,s1426_02[BINA].png.min,Binary,88,5,2,0.72705078125
1732,s1488_01.png.min,No Filter,190,2,45,0.068115234375
1733,f1359_03[TZER].png.min,Thresh to Zero,55,3,13,2.56103515625
1734,s1440_05[BINV].png.min,Binary Invert,7,5,9,1.73974609375
1735,s1420_05[BINV].png.min,Binary Invert,77,2,55,2.11279296875
1736,s1410_02[TOZI].png.min,Thresh to Zero Invert,292,3,24,1.978759765625
1737,f1289_09[BINA].png.min,Binary,94,2,30,2.684326171875
1738,f1295_07[TOZI].png.min,Thresh to Zero Invert,253,3,17,2.50830078125
1739,f1332_10[BINA].png.min,Binary,85,2,23,1.31494140625
1740,f1311_06.png.min,No Filter,141,1,52,1.63427734375
1741,f1390_07[BINA].png.min,Binary,9,3,23,2.19921875
1742,s1385_06[TZER].png.min,Thresh to Zero,111,2,38,1.348388671875
1743,f1287_02[TRUC].png.min,Trunc,128,4,13,2.3759765625
1744,f1258_09[TRUC].png.min,Trunc,99,3,40,2.4111328125
1745,s1484_02[TRUC].png.min,Trunc,47,2,53,0.189453125
1746,s1331_04[TZER].png.min,Thresh to Zero,56,3,29,0.90966796875
1747,f1314_02[TRUC].png.min,Trunc,122,2,35,2.046630859375
1748,f1452_01[TRUC].png.min,Trunc,93,5,9,2.69384765625
1749,s1279_08.png.min,No Filter,126,5,5,1.40771484375
1750,s1328_01[TOZI].png.min,Thresh to Zero Invert,218,3,41,2.58837890625
1751,s1273_08[TZER].png.min,Thresh to Zero,123,3,31,2.03955078125
1752,s1361_10[TRUC].png.min,Trunc,128,1,37,2.3388671875
1753,f1321_06[TRUC].png.min,Trunc,165,4,14,1.380615234375
1754,f1350_03[TZER].png.min,Thresh to Zero,88,5,33,1.75390625
1755,f1337_02[BINA].png.min,Binary,80,3,9,1.60595703125
1756,f1495_10[BINV].png.min,Binary Invert,112,5,11,3.156982421875
1757,f1405_07[BINA].png.min,Binary,88,5,0,2.379150390625
1758,f1421_04[TZER].png.min,Thresh to Zero,110,2,60,2.783447265625
1759,f1471_01[BINV].png.min,Binary Invert,123,3,27,0.668212890625
1760,s1302_02[BINV].png.min,Binary Invert,144,3,24,2.211669921875
1761,f1312_10[BINA].png.min,Binary,37,2,34,2.54931640625
1762,f1420_05[BINA].png.min,Binary,28,3,22,1.59765625
1763,s1421_04[TRUC].png.min,Trunc,180,2,30,0.69091796875
1764,f1295_07[TZER].png.min,Thresh to Zero,92,4,16,2.083740234375
1765,f1457_09[BINA].png.min,Binary,76,1,50,0.04638671875
1766,s1321_06.png.min,No Filter,168,3,37,1.308349609375
1767,s1313_03.png.min,No Filter,112,1,44,0.26171875
1768,f1314_02[TOZI].png.min,Thresh to Zero Invert,254,3,41,0.548583984375
1769,f1407_04.png.min,No Filter,176,1,50,2.658447265625
1770,f1493_08[TRUC].png.min,Trunc,69,5,11,0.9990234375
1771,s1482_03[BINV].png.min,Binary Invert,57,1,43,2.08349609375
1772,f1254_06.png.min,No Filter,148,3,12,2.143798828125
1773,f1377_08[TOZI].png.min,Thresh to Zero Invert,240,5,16,2.003662109375
1774,s1355_05[TOZI].png.min,Thresh to Zero Invert,201,4,19,0.59521484375
1775,s1495_10[TOZI].png.min,Thresh to Zero Invert,178,3,43,1.71484375
1776,s1395_02[BINA].png.min,Binary,102,2,13,0.02783203125
1777,f1366_06[TRUC].png.min,Trunc,127,1,44,2.56787109375
1778,s1378_08[BINA].png.min,Binary,91,5,16,2.06201171875
1779,f1485_05[TRUC].png.min,Trunc,80,3,24,2.89208984375
1780,f1410_02[TRUC].png.min,Trunc,95,1,44,1.625244140625
1781,f1404_09[BINA].png.min,Binary,73,2,42,2.4931640625
1782,f1342_03[TZER].png.min,Thresh to Zero,141,3,36,1.71484375
1783,s1451_06[TRUC].png.min,Trunc,129,1,50,0.78955078125
1784,s1435_09[TRUC].png.min,Trunc,132,1,54,1.066650390625
1785,s1349_04.png.min,No Filter,139,3,25,1.889892578125
1786,f1319_01[TRUC].png.min,Trunc,131,2,40,2.522216796875
1787,f1471_01[BINA].png.min,Binary,103,4,21,2.820556640625
1788,f1262_01[BINV].png.min,Binary Invert,130,2,24,1.169921875
1789,f1427_10.png.min,No Filter,154,1,46,2.466796875
1790,s1348_01.png.min,No Filter,119,5,3,0.854248046875
1791,f1425_01.png.min,No Filter,196,1,50,2.140625
1792,s1410_02[TZER].png.min,Thresh to Zero,81,3,26,2.383544921875
1793,f1281_08.png.min,No Filter,127,3,31,2.62646484375
1794,f1252_07[BINA].png.min,Binary,95,3,26,1.693115234375
1795,f1349_04[TOZI].png.min,Thresh to Zero Invert,229,5,32,2.264404296875
1796,f1255_07[TRUC].png.min,Trunc,102,1,35,2.01416015625
1797,f1440_05[TRUC].png.min,Trunc,122,4,21,2.595947265625
1798,f1299_07[BINA].png.min,Binary,15,2,38,0.46044921875
1799,f1437_07[BINA].png.min,Binary,21,4,25,3.0908203125
1800,s1431_08.png.min,No Filter,177,5,10,2.759765625
1801,s1280_04[TZER].png.min,Thresh to Zero,54,2,15,1.718994140625
1802,f1403_05[TRUC].png.min,Trunc,101,3,37,0.845458984375
1803,f1257_04[TOZI].png.min,Thresh to Zero Invert,173,5,11,2.2353515625
1804,f1300_08[TZER].png.min,Thresh to Zero,108,1,41,2.25048828125
1805,s1255_07[TRUC].png.min,Trunc,139,5,3,2.466064453125
1806,s1495_10.png.min,No Filter,110,1,47,0.67822265625
1807,s1496_10[TRUC].png.min,Trunc,143,2,42,1.94580078125
1808,s1492_09[BINV].png.min,Binary Invert,29,5,12,2.271240234375
1809,f1426_02[TOZI].png.min,Thresh to Zero Invert,298,5,8,2.131591796875
1810,s1435_09[BINA].png.min,Binary,26,2,35,0.12890625
1811,s1256_07[TRUC].png.min,Trunc,47,3,42,0.749755859375
1812,s1300_08.png.min,No Filter,129,3,20,2.30029296875
1813,s1495_10[TRUC].png.min,Trunc,96,3,26,1.560791015625
1814,f1309_05[TOZI].png.min,Thresh to Zero Invert,207,5,21,1.727294921875
1815,s1358_09[BINA].png.min,Binary,8,3,33,2.552490234375
1816,s1467_09[BINA].png.min,Binary,64,2,41,0.02978515625
1817,f1317_07[TOZI].png.min,Thresh to Zero Invert,249,2,34,1.28515625
1818,s1450_09.png.min,No Filter,111,3,12,2.328369140625
1819,s1318_05[TZER].png.min,Thresh to Zero,1,4,27,1.56103515625
1820,f1353_07[TRUC].png.min,Trunc,118,1,37,1.856201171875
1821,f1455_03[TOZI].png.min,Thresh to Zero Invert,173,3,30,2.877197265625
1822,s1362_01[BINA].png.min,Binary,126,3,32,1.770751953125
1823,s1356_02[BINV].png.min,Binary Invert,72,4,25,0.308837890625
1824,s1286_04[BINV].png.min,Binary Invert,4,5,18,1.988525390625
1825,s1356_02[BINA].png.min,Binary,60,4,18,2.044189453125
1826,f1325_03[TOZI].png.min,Thresh to Zero Invert,180,1,41,1.38623046875
1827,f1349_04[BINV].png.min,Binary Invert,66,1,51,1.527099609375
1828,f1457_09[TOZI].png.min,Thresh to Zero Invert,299,5,35,2.221435546875
1829,f1264_05[TRUC].png.min,Trunc,105,3,46,1.68603515625
1830,s1432_03[BINV].png.min,Binary Invert,86,3,47,0.59228515625
1831,f1288_04[BINA].png.min,Binary,73,2,29,0.763427734375
1832,f1326_07[TOZI].png.min,Thresh to Zero Invert,80,3,19,2.533203125
1833,s1491_06[TRUC].png.min,Trunc,117,3,27,2.074951171875
1834,f1459_09.png.min,No Filter,119,3,36,2.151123046875
1835,s1458_04[TRUC].png.min,Trunc,140,5,6,2.24462890625
1836,s1350_03[TOZI].png.min,Thresh to Zero Invert,334,3,33,1.66015625
1837,f1442_07[BINV].png.min,Binary Invert,150,2,47,0.8681640625
1838,f1354_07[TOZI].png.min,Thresh to Zero Invert,214,3,22,2.839111328125
1839,f1285_08.png.min,No Filter,119,1,48,2.633056640625
1840,f1386_01[BINV].png.min,Binary Invert,68,2,14,0.296142578125
1841,f1400_01[TOZI].png.min,Thresh to Zero Invert,239,3,47,0.870849609375
1842,f1416_06[TRUC].png.min,Trunc,106,2,40,2.562255859375
1843,s1453_07.png.min,No Filter,98,3,24,0.849609375
1844,f1389_08[BINA].png.min,Binary,104,2,20,0.98876953125
1845,f1441_02[BINV].png.min,Binary Invert,73,3,38,2.18701171875
1846,s1332_10[TOZI].png.min,Thresh to Zero Invert,153,2,46,1.46728515625
1847,f1293_06[TZER].png.min,Thresh to Zero,49,2,18,2.438232421875
1848,f1444_01.png.min,No Filter,108,3,22,2.2978515625
1849,f1280_04[TZER].png.min,Thresh to Zero,138,3,25,1.371337890625
1850,s1311_06[TRUC].png.min,Trunc,15,5,13,1.272216796875
1851,f1366_06[BINA].png.min,Binary,50,3,40,0.331298828125
1852,f1426_02[BINV].png.min,Binary Invert,97,3,33,1.0712890625
1853,f1320_10[BINA].png.min,Binary,94,5,24,2.44775390625
1854,f1482_03[TOZI].png.min,Thresh to Zero Invert,284,4,25,2.225830078125
1855,s1395_02[BINV].png.min,Binary Invert,89,3,30,2.774169921875
1856,s1370_05[TZER].png.min,Thresh to Zero,9,3,22,1.607177734375
1857,s1456_10[BINA].png.min,Binary,63,4,13,1.792236328125
1858,s1493_08[TZER].png.min,Thresh to Zero,102,4,31,2.7587890625
1859,s1398_03[BINA].png.min,Binary,90,1,54,2.067138671875
1860,f1271_08[BINV].png.min,Binary Invert,57,2,45,0.999755859375
1861,s1268_02[BINA].png.min,Binary,67,2,43,2.626220703125
1862,s1342_03[TOZI].png.min,Thresh to Zero Invert,84,1,58,2.39404296875
1863,f1273_08[TZER].png.min,Thresh to Zero,128,3,16,2.06689453125
1864,f1344_09.png.min,No Filter,166,2,40,2.718994140625
1865,s1338_03[BINV].png.min,Binary Invert,23,5,23,0.267578125
1866,f1276_01[TZER].png.min,Thresh to Zero,114,4,35,1.4443359375
1867,f1478_07.png.min,No Filter,102,4,16,2.2080078125
1868,f1479_10[TRUC].png.min,Trunc,107,2,38,2.317138671875
1869,s1341_03[BINV].png.min,Binary Invert,94,2,12,2.458251953125
1870,f1414_08[TRUC].png.min,Trunc,118,1,36,1.280517578125
1871,f1457_09.png.min,No Filter,132,2,12,0.633056640625
1872,s1414_08[TRUC].png.min,Trunc,35,1,36,0.633056640625
1873,s1448_10[BINV].png.min,Binary Invert,0,5,18,0.0029296875
1874,f1259_08[TRUC].png.min,Trunc,107,5,5,0.13671875
1875,s1261_07[TOZI].png.min,Thresh to Zero Invert,84,3,41,2.600830078125
1876,s1403_05[BINA].png.min,Binary,0,2,37,2.493896484375
1877,s1376_08[TZER].png.min,Thresh to Zero,37,5,35,1.866943359375
1878,s1320_10.png.min,No Filter,186,1,51,1.900634765625
1879,s1307_03[TRUC].png.min,Trunc,116,1,42,2.736572265625
1880,s1409_06[BINV].png.min,Binary Invert,149,3,36,1.700927734375
1881,s1383_03.png.min,No Filter,82,2,31,0.3115234375
1882,s1491_06[TZER].png.min,Thresh to Zero,96,3,34,0.199951171875
1883,s1350_03[BINA].png.min,Binary,74,2,50,3.03173828125
1884,f1433_07.png.min,No Filter,60,3,24,1.330078125
1885,s1366_06[TOZI].png.min,Thresh to Zero Invert,337,4,15,2.570556640625
1886,s1360_02[BINV].png.min,Binary Invert,88,3,14,2.6376953125
1887,f1423_10[TZER].png.min,Thresh to Zero,51,4,24,1.91064453125
1888,s1325_03[BINV].png.min,Binary Invert,122,3,19,2.08154296875
1889,f1383_03.png.min,No Filter,142,1,48,1.143310546875
1890,s1450_09[BINA].png.min,Binary,87,2,40,1.596923828125
1891,s1377_08.png.min,No Filter,201,3,47,0.394775390625
1892,s1327_08[TRUC].png.min,Trunc,106,3,38,1.67138671875
1893,f1345_06[TRUC].png.min,Trunc,125,1,56,1.0380859375
1894,s1433_07[BINV].png.min,Binary Invert,12,2,33,2.1640625
1895,s1332_10[BINA].png.min,Binary,40,4,21,2.1357421875
