,nome,filtro,minucias,nfiq,nfiq2
968,f0328_09[TOZI].png.min,Thresh to Zero Invert,147,2,17
969,s0251_05[BINV].png.min,Binary Invert,36,2,21
970,s0302_01[TZER].png.min,Thresh to Zero,141,2,17
971,f0333_08.png.min,No Filter,186,4,22
972,s0383_04[TZER].png.min,Thresh to Zero,93,3,45
973,f0456_06[BINV].png.min,Binary Invert,102,2,34
974,f0393_06[TRUC].png.min,Trunc,101,4,21
975,f0280_02.png.min,No Filter,100,2,47
976,f0495_05[BINA].png.min,Binary,68,3,45
977,s0388_06[BINA].png.min,Binary,131,3,44
978,s0404_08[BINV].png.min,Binary Invert,93,4,7
979,f0368_09[TRUC].png.min,Trunc,79,3,19
980,f0423_02[TZER].png.min,Thresh to Zero,90,1,28
981,f0258_04[TZER].png.min,Thresh to Zero,86,3,36
982,f0483_01.png.min,No Filter,183,1,51
983,s0253_08.png.min,No Filter,181,2,42
984,s0422_07[BINV].png.min,Binary Invert,111,1,37
985,s0349_09[BINV].png.min,Binary Invert,80,3,20
986,f0365_07[BINV].png.min,Binary Invert,107,3,27
987,s0279_06[TZER].png.min,Thresh to Zero,30,2,46
988,s0443_06[TOZI].png.min,Thresh to Zero Invert,326,2,28
989,f0283_02[BINA].png.min,Binary,123,2,44
990,f0468_02[TRUC].png.min,Trunc,88,3,28
991,s0327_08[TRUC].png.min,Trunc,116,4,34
992,s0408_01[TRUC].png.min,Trunc,161,3,42
993,s0377_04[TOZI].png.min,Thresh to Zero Invert,240,5,12
994,f0371_05[TRUC].png.min,Trunc,97,3,14
995,s0348_08[TOZI].png.min,Thresh to Zero Invert,297,4,16
996,s0422_07[BINA].png.min,Binary,105,2,49
997,s0285_08[TZER].png.min,Thresh to Zero,28,3,39
998,s0389_07[BINV].png.min,Binary Invert,5,3,20
999,s0290_02[BINV].png.min,Binary Invert,118,4,13
1000,f0268_09[BINA].png.min,Binary,29,4,3
1001,s0395_08[TOZI].png.min,Thresh to Zero Invert,274,2,26
1002,s0363_10[BINV].png.min,Binary Invert,21,5,19
1003,f0288_01[TOZI].png.min,Thresh to Zero Invert,284,3,35
1004,f0406_04[BINV].png.min,Binary Invert,113,3,10
1005,f0356_02[BINA].png.min,Binary,78,3,26
1006,s0418_02.png.min,No Filter,129,2,44
1007,f0368_09.png.min,No Filter,78,3,19
1008,f0387_04[TRUC].png.min,Trunc,136,3,33
1009,f0490_01[BINA].png.min,Binary,7,3,23
1010,f0427_06[TOZI].png.min,Thresh to Zero Invert,210,3,20
1011,s0474_06[TOZI].png.min,Thresh to Zero Invert,263,2,46
1012,f0377_04[BINV].png.min,Binary Invert,3,5,28
1013,s0407_09.png.min,No Filter,112,4,33
1014,f0332_03[BINV].png.min,Binary Invert,70,2,33
1015,f0256_03[BINV].png.min,Binary Invert,83,5,11
1016,f0445_01[TOZI].png.min,Thresh to Zero Invert,247,4,34
1017,s0314_04.png.min,No Filter,68,3,20
1018,f0257_07[TRUC].png.min,Trunc,109,4,12
1019,s0481_07[TRUC].png.min,Trunc,77,5,13
1020,f0294_06[BINV].png.min,Binary Invert,74,1,53
1021,s0353_03.png.min,No Filter,225,2,21
1022,f0357_07[BINA].png.min,Binary,64,4,27
1023,s0432_06[TRUC].png.min,Trunc,101,2,24
1024,s0390_09[TRUC].png.min,Trunc,127,1,48
1025,f0299_06[TOZI].png.min,Thresh to Zero Invert,207,3,4
1026,f0391_01[TZER].png.min,Thresh to Zero,93,1,51
1027,s0357_07[TRUC].png.min,Trunc,148,4,33
1028,s0308_09[BINV].png.min,Binary Invert,69,2,32
1029,s0300_08[TRUC].png.min,Trunc,172,2,35
1030,f0351_08[TOZI].png.min,Thresh to Zero Invert,239,3,18
1031,s0342_10[BINA].png.min,Binary,60,5,20
1032,s0254_08.png.min,No Filter,157,5,8
1033,s0479_07.png.min,No Filter,113,3,33
1034,f0282_03[TZER].png.min,Thresh to Zero,75,2,50
1035,s0489_04[TOZI].png.min,Thresh to Zero Invert,288,3,18
1036,s0441_10[TZER].png.min,Thresh to Zero,17,3,40
1037,f0491_05[TZER].png.min,Thresh to Zero,113,4,17
1038,s0430_10[TOZI].png.min,Thresh to Zero Invert,247,2,17
1039,f0356_02.png.min,No Filter,126,3,22
1040,f0313_08[TOZI].png.min,Thresh to Zero Invert,138,2,49
1041,s0332_03[BINA].png.min,Binary,86,2,20
1042,f0463_10[BINA].png.min,Binary,99,5,11
1043,f0399_02.png.min,No Filter,165,5,5
1044,f0311_03[BINA].png.min,Binary,90,2,37
1045,s0471_01[TZER].png.min,Thresh to Zero,135,3,39
1046,s0351_08[BINV].png.min,Binary Invert,41,5,21
1047,f0431_05[TOZI].png.min,Thresh to Zero Invert,164,2,44
1048,f0335_06[BINA].png.min,Binary,86,3,48
1049,s0359_03[TZER].png.min,Thresh to Zero,86,1,23
1050,f0460_04[TRUC].png.min,Trunc,113,1,49
1051,s0456_06[BINV].png.min,Binary Invert,120,3,32
1052,f0303_03[TOZI].png.min,Thresh to Zero Invert,212,4,32
1053,s0435_10[TZER].png.min,Thresh to Zero,77,2,40
1054,f0448_03[BINA].png.min,Binary,107,3,23
1055,f0378_05[BINV].png.min,Binary Invert,136,5,4
1056,s0256_03.png.min,No Filter,98,2,36
1057,s0301_02[TOZI].png.min,Thresh to Zero Invert,219,3,33
1058,f0263_05[TRUC].png.min,Trunc,103,5,7
1059,f0291_03.png.min,No Filter,136,5,14
1060,f0329_09.png.min,No Filter,147,2,44
1061,s0306_03[TZER].png.min,Thresh to Zero,48,4,29
1062,f0276_09[BINA].png.min,Binary,71,3,42
1063,s0434_06.png.min,No Filter,108,2,21
1064,f0293_01[BINA].png.min,Binary,66,5,9
1065,f0288_01.png.min,No Filter,94,1,42
1066,s0289_01[TRUC].png.min,Trunc,49,1,49
1067,s0320_10[TOZI].png.min,Thresh to Zero Invert,218,3,35
1068,f0315_03[TZER].png.min,Thresh to Zero,68,2,35
1069,f0387_04[BINV].png.min,Binary Invert,61,1,43
1070,s0286_02.png.min,No Filter,130,1,47
1071,s0414_01[BINV].png.min,Binary Invert,123,5,5
1072,f0466_10[BINA].png.min,Binary,27,1,20
1073,f0256_03.png.min,No Filter,103,2,33
1074,f0319_06[TRUC].png.min,Trunc,128,2,46
1075,s0317_05[TRUC].png.min,Trunc,98,3,38
1076,f0303_03[TZER].png.min,Thresh to Zero,44,5,7
1077,f0296_10[TZER].png.min,Thresh to Zero,3,3,48
1078,f0467_01[BINA].png.min,Binary,94,1,48
1079,f0274_05[BINA].png.min,Binary,130,1,41
1080,s0452_06.png.min,No Filter,140,5,16
1081,f0453_08[BINA].png.min,Binary,102,3,38
1082,f0468_02[BINA].png.min,Binary,99,4,21
1083,s0271_04[TRUC].png.min,Trunc,149,1,48
1084,s0454_04[BINA].png.min,Binary,47,3,19
1085,f0277_05[BINA].png.min,Binary,38,5,14
1086,f0264_01[BINA].png.min,Binary,60,2,52
1087,f0311_03[TOZI].png.min,Thresh to Zero Invert,234,2,52
1088,f0430_10[TRUC].png.min,Trunc,87,1,42
1089,s0320_10[BINV].png.min,Binary Invert,33,2,35
1090,f0465_08[TRUC].png.min,Trunc,72,1,37
1091,f0426_04.png.min,No Filter,123,2,22
1092,s0476_09[TOZI].png.min,Thresh to Zero Invert,241,3,34
1093,s0360_09[BINV].png.min,Binary Invert,16,1,42
1094,s0439_02.png.min,No Filter,185,1,42
1095,f0479_07[TOZI].png.min,Thresh to Zero Invert,249,5,6
1096,s0351_08.png.min,No Filter,136,5,11
1097,f0297_01[TOZI].png.min,Thresh to Zero Invert,239,5,6
1098,s0287_07.png.min,No Filter,180,3,27
1099,s0420_09[TRUC].png.min,Trunc,129,2,37
1100,f0465_08.png.min,No Filter,240,5,3
1101,f0305_01.png.min,No Filter,144,3,18
1102,f0405_02[BINA].png.min,Binary,119,5,18
1103,s0485_06[TZER].png.min,Thresh to Zero,59,2,22
1104,s0337_08.png.min,No Filter,184,1,55
1105,s0491_05.png.min,No Filter,108,3,20
1106,f0316_03[BINA].png.min,Binary,80,2,27
1107,f0304_08[TZER].png.min,Thresh to Zero,86,3,17
1108,f0359_03[BINV].png.min,Binary Invert,144,3,55
1109,s0326_07.png.min,No Filter,130,5,22
1110,s0309_05.png.min,No Filter,100,3,29
1111,f0315_03[BINV].png.min,Binary Invert,77,5,11
1112,f0307_05.png.min,No Filter,81,4,22
1113,f0395_08[BINA].png.min,Binary,115,4,32
1114,f0302_01.png.min,No Filter,105,2,44
1115,f0323_09[BINA].png.min,Binary,122,4,17
1116,f0470_01[TOZI].png.min,Thresh to Zero Invert,258,1,41
1117,f0476_09[BINA].png.min,Binary,34,4,22
1118,f0460_04[BINA].png.min,Binary,124,3,21
1119,s0313_08[BINA].png.min,Binary,49,3,21
1120,s0472_07.png.min,No Filter,196,2,33
1121,s0325_06[TZER].png.min,Thresh to Zero,114,2,31
1122,s0459_05[BINA].png.min,Binary,38,2,33
1123,f0311_03[TZER].png.min,Thresh to Zero,76,2,49
1124,f0475_03[TZER].png.min,Thresh to Zero,85,2,54
1125,s0372_07[TZER].png.min,Thresh to Zero,52,5,19
1126,f0372_07[BINA].png.min,Binary,97,3,31
1127,f0373_09[BINA].png.min,Binary,98,2,31
1128,f0275_02[BINA].png.min,Binary,63,1,54
1129,f0459_05.png.min,No Filter,163,5,24
1130,f0475_03[TRUC].png.min,Trunc,66,2,25
1131,f0309_05[BINV].png.min,Binary Invert,98,3,20
1132,s0285_08[BINV].png.min,Binary Invert,29,2,21
1133,s0267_07[TZER].png.min,Thresh to Zero,108,2,42
1134,s0490_01[BINA].png.min,Binary,7,5,8
1135,f0486_10[BINV].png.min,Binary Invert,8,3,29
1136,f0282_03.png.min,No Filter,99,1,33
1137,f0375_02.png.min,No Filter,119,5,13
1138,f0336_02.png.min,No Filter,145,2,9
1139,s0442_04[TZER].png.min,Thresh to Zero,152,1,30
1140,s0280_02[BINV].png.min,Binary Invert,36,1,48
1141,s0499_03[BINV].png.min,Binary Invert,6,3,26
1142,f0359_03[TRUC].png.min,Trunc,113,2,44
1143,s0390_09[TZER].png.min,Thresh to Zero,41,2,50
1144,s0361_06[BINA].png.min,Binary,73,3,23
1145,s0416_06[BINV].png.min,Binary Invert,159,2,53
1146,f0395_08[TOZI].png.min,Thresh to Zero Invert,336,3,35
1147,s0252_01[TOZI].png.min,Thresh to Zero Invert,336,1,42
1148,s0340_03[TZER].png.min,Thresh to Zero,134,5,19
1149,s0431_05[BINA].png.min,Binary,21,2,30
1150,s0427_06[TRUC].png.min,Trunc,161,3,34
1151,s0312_08[TOZI].png.min,Thresh to Zero Invert,203,3,20
1152,f0321_05[TZER].png.min,Thresh to Zero,90,2,42
1153,f0252_01.png.min,No Filter,143,2,41
1154,s0405_02.png.min,No Filter,156,1,32
1155,f0262_05[TOZI].png.min,Thresh to Zero Invert,165,2,25
1156,f0379_06[TZER].png.min,Thresh to Zero,179,3,49
1157,f0267_07[TZER].png.min,Thresh to Zero,88,2,37
1158,s0325_06[BINA].png.min,Binary,62,4,12
1159,f0473_01[TOZI].png.min,Thresh to Zero Invert,300,3,15
1160,f0339_05[TRUC].png.min,Trunc,118,5,29
1161,f0329_09[TRUC].png.min,Trunc,132,1,44
1162,s0460_04[TZER].png.min,Thresh to Zero,80,3,12
1163,f0302_01[TRUC].png.min,Trunc,94,2,33
1164,s0339_05[TOZI].png.min,Thresh to Zero Invert,150,3,34
1165,s0425_07[BINA].png.min,Binary,74,1,14
1166,s0267_07[BINA].png.min,Binary,58,5,25
1167,f0461_03[TOZI].png.min,Thresh to Zero Invert,302,1,50
1168,s0294_06[BINV].png.min,Binary Invert,80,4,9
1169,s0455_04[BINV].png.min,Binary Invert,24,2,40
1170,f0324_04[TRUC].png.min,Trunc,97,5,8
1171,s0425_07[TZER].png.min,Thresh to Zero,104,3,33
1172,f0363_10[TZER].png.min,Thresh to Zero,133,2,21
1173,s0465_08[TOZI].png.min,Thresh to Zero Invert,165,1,54
1174,f0452_06[TRUC].png.min,Trunc,43,3,14
1175,f0444_03[TZER].png.min,Thresh to Zero,72,4,13
1176,f0301_02.png.min,No Filter,157,5,2
1177,s0469_07[TZER].png.min,Thresh to Zero,73,5,15
1178,f0393_06[BINV].png.min,Binary Invert,124,2,47
1179,s0485_06[TRUC].png.min,Trunc,143,1,54
1180,f0417_08[TZER].png.min,Thresh to Zero,95,2,34
1181,f0356_02[TZER].png.min,Thresh to Zero,74,5,3
1182,s0277_05[BINV].png.min,Binary Invert,135,4,16
1183,f0332_03[BINA].png.min,Binary,68,5,7
1184,f0321_05[BINA].png.min,Binary,73,4,27
1185,f0252_01[BINV].png.min,Binary Invert,84,4,20
1186,s0323_09[BINV].png.min,Binary Invert,111,5,16
1187,f0485_06.png.min,No Filter,106,1,53
1188,s0315_03[BINA].png.min,Binary,103,4,14
1189,f0272_09[TOZI].png.min,Thresh to Zero Invert,161,5,8
1190,s0315_03[TRUC].png.min,Trunc,86,2,43
1191,f0426_04[TZER].png.min,Thresh to Zero,130,2,40
1192,f0362_05.png.min,No Filter,147,4,25
1193,s0311_03[TRUC].png.min,Trunc,111,2,12
1194,f0327_08[BINV].png.min,Binary Invert,112,3,27
1195,s0394_07[TZER].png.min,Thresh to Zero,85,1,54
1196,f0349_09[TOZI].png.min,Thresh to Zero Invert,227,4,34
1197,s0424_03[BINA].png.min,Binary,52,3,37
1198,s0333_08[BINA].png.min,Binary,64,3,27
1199,s0283_02[TOZI].png.min,Thresh to Zero Invert,208,3,27
1200,s0481_07.png.min,No Filter,87,2,30
1201,s0399_02[TZER].png.min,Thresh to Zero,16,2,33
1202,s0403_07[TRUC].png.min,Trunc,12,4,16
1203,f0355_08[BINA].png.min,Binary,6,3,40
1204,f0485_06[BINV].png.min,Binary Invert,107,4,39
1205,f0277_05[BINV].png.min,Binary Invert,51,2,24
1206,f0467_01[TOZI].png.min,Thresh to Zero Invert,184,4,20
1207,f0253_08[BINV].png.min,Binary Invert,88,2,36
1208,s0310_05[BINA].png.min,Binary,6,2,48
1209,s0274_05[TRUC].png.min,Trunc,151,3,22
1210,f0470_01[BINV].png.min,Binary Invert,73,2,44
1211,f0308_09[BINA].png.min,Binary,38,3,27
1212,f0343_09[BINV].png.min,Binary Invert,3,5,9
1213,s0305_01[TOZI].png.min,Thresh to Zero Invert,213,2,57
1214,s0473_01.png.min,No Filter,197,3,18
1215,s0255_05.png.min,No Filter,160,2,50
1216,f0265_04[BINA].png.min,Binary,46,2,25
1217,s0308_09[BINA].png.min,Binary,77,3,26
1218,f0417_08[BINA].png.min,Binary,94,4,17
1219,s0261_01[BINV].png.min,Binary Invert,121,3,43
1220,f0439_02[TOZI].png.min,Thresh to Zero Invert,238,5,14
1221,f0355_08.png.min,No Filter,151,2,52
1222,f0359_03.png.min,No Filter,131,3,30
1223,s0451_10[TZER].png.min,Thresh to Zero,30,1,50
1224,f0432_06[TZER].png.min,Thresh to Zero,105,2,53
1225,s0294_06[TRUC].png.min,Trunc,200,5,9
1226,s0368_09[TRUC].png.min,Trunc,62,4,10
1227,f0418_02[TOZI].png.min,Thresh to Zero Invert,164,5,27
1228,f0443_06[TRUC].png.min,Trunc,98,1,49
1229,f0255_05[BINV].png.min,Binary Invert,67,1,33
1230,f0269_01[BINA].png.min,Binary,159,3,21
1231,s0454_04[BINV].png.min,Binary Invert,54,3,43
1232,s0453_08[TRUC].png.min,Trunc,146,2,33
1233,f0375_02[TOZI].png.min,Thresh to Zero Invert,169,1,21
1234,s0279_06[BINA].png.min,Binary,31,3,24
1235,f0445_01[TZER].png.min,Thresh to Zero,38,1,17
1236,f0416_06[TRUC].png.min,Trunc,116,1,40
1237,s0259_10[BINV].png.min,Binary Invert,86,2,41
1238,s0296_10[TZER].png.min,Thresh to Zero,74,2,46
1239,s0279_06.png.min,No Filter,162,3,42
1240,s0488_10[TRUC].png.min,Trunc,89,3,22
1241,s0472_07[TOZI].png.min,Thresh to Zero Invert,218,3,13
1242,s0366_06[TZER].png.min,Thresh to Zero,136,4,12
1243,s0407_09[TOZI].png.min,Thresh to Zero Invert,188,4,15
1244,f0428_09.png.min,No Filter,140,4,22
1245,s0461_03[TZER].png.min,Thresh to Zero,81,5,13
1246,f0290_02.png.min,No Filter,119,3,15
1247,s0422_07[TOZI].png.min,Thresh to Zero Invert,169,4,28
1248,f0285_08[TZER].png.min,Thresh to Zero,24,3,19
1249,s0453_08[BINA].png.min,Binary,109,3,22
1250,f0366_06[BINA].png.min,Binary,120,3,31
1251,f0364_03[BINA].png.min,Binary,21,1,49
1252,s0467_01[TOZI].png.min,Thresh to Zero Invert,200,3,63
1253,f0330_08.png.min,No Filter,169,2,54
1254,s0333_08.png.min,No Filter,156,2,34
1255,s0432_06[BINA].png.min,Binary,76,4,18
1256,f0498_05[TZER].png.min,Thresh to Zero,112,2,47
1257,f0346_09[TOZI].png.min,Thresh to Zero Invert,197,2,34
1258,f0408_01[BINV].png.min,Binary Invert,40,2,46
1259,s0439_02[BINV].png.min,Binary Invert,115,2,52
1260,f0341_03[BINV].png.min,Binary Invert,99,1,51
1261,s0344_06[TOZI].png.min,Thresh to Zero Invert,303,5,3
1262,s0323_09[BINA].png.min,Binary,98,3,28
1263,f0358_09[TRUC].png.min,Trunc,110,2,33
1264,s0497_05[BINV].png.min,Binary Invert,10,4,19
1265,s0441_10.png.min,No Filter,152,3,41
1266,f0389_07[BINA].png.min,Binary,90,2,23
1267,f0461_03[BINA].png.min,Binary,79,3,48
1268,s0492_02[BINV].png.min,Binary Invert,101,3,28
1269,f0403_07[TOZI].png.min,Thresh to Zero Invert,158,1,49
1270,f0350_07[TZER].png.min,Thresh to Zero,103,2,41
1271,f0287_07[TOZI].png.min,Thresh to Zero Invert,253,2,30
1272,s0476_09.png.min,No Filter,102,5,16
1273,f0339_05.png.min,No Filter,123,4,19
1274,f0440_08[TOZI].png.min,Thresh to Zero Invert,240,4,28
1275,f0272_09[BINV].png.min,Binary Invert,92,2,28
1276,s0342_10.png.min,No Filter,162,2,46
1277,s0321_05[BINV].png.min,Binary Invert,51,3,27
1278,f0337_08[BINA].png.min,Binary,61,3,12
1279,s0462_05[TRUC].png.min,Trunc,85,3,47
1280,f0389_07[TRUC].png.min,Trunc,142,3,19
1281,s0398_03.png.min,No Filter,169,4,18
1282,s0288_01[TZER].png.min,Thresh to Zero,107,1,33
1283,s0381_01[TZER].png.min,Thresh to Zero,87,3,35
1284,s0389_07[TRUC].png.min,Trunc,184,4,18
1285,s0478_07[TOZI].png.min,Thresh to Zero Invert,73,1,40
1286,f0378_05[TZER].png.min,Thresh to Zero,123,3,36
1287,s0487_02[BINA].png.min,Binary,130,1,51
1288,f0264_01[TOZI].png.min,Thresh to Zero Invert,316,4,19
1289,f0391_01[TRUC].png.min,Trunc,53,3,20
1290,s0293_01[TOZI].png.min,Thresh to Zero Invert,274,3,12
1291,f0273_09[BINV].png.min,Binary Invert,16,3,37
1292,f0287_07[TRUC].png.min,Trunc,136,2,33
1293,f0488_10.png.min,No Filter,82,3,33
1294,s0413_01[TZER].png.min,Thresh to Zero,165,3,40
1295,f0490_01[TZER].png.min,Thresh to Zero,10,5,6
1296,f0297_01[TRUC].png.min,Trunc,113,2,40
1297,s0277_05[TZER].png.min,Thresh to Zero,165,3,31
1298,f0445_01.png.min,No Filter,105,5,20
1299,f0427_06[BINV].png.min,Binary Invert,62,1,23
1300,f0418_02.png.min,No Filter,106,2,39
1301,f0497_05[BINV].png.min,Binary Invert,58,2,26
1302,s0433_03[BINA].png.min,Binary,73,2,26
1303,s0388_06[TOZI].png.min,Thresh to Zero Invert,167,4,16
1304,f0463_10[BINV].png.min,Binary Invert,97,3,24
1305,s0369_04.png.min,No Filter,117,2,51
1306,f0465_08[TZER].png.min,Thresh to Zero,150,2,36
1307,s0431_05.png.min,No Filter,129,2,32
1308,s0360_09[TOZI].png.min,Thresh to Zero Invert,19,1,52
1309,s0320_10.png.min,No Filter,117,5,13
1310,s0408_01[TZER].png.min,Thresh to Zero,31,3,8
1311,f0410_06[BINV].png.min,Binary Invert,111,3,27
1312,s0408_01[TOZI].png.min,Thresh to Zero Invert,232,2,45
1313,f0426_04[TRUC].png.min,Trunc,51,4,23
1314,s0431_05[TRUC].png.min,Trunc,134,3,28
1315,s0275_02[BINV].png.min,Binary Invert,44,2,40
1316,f0494_08.png.min,No Filter,114,4,34
1317,s0307_05[BINA].png.min,Binary,61,2,42
1318,s0464_06[TZER].png.min,Thresh to Zero,128,5,14
1319,f0424_03.png.min,No Filter,99,3,17
1320,s0253_08[TZER].png.min,Thresh to Zero,99,2,40
1321,s0331_05[TZER].png.min,Thresh to Zero,72,3,45
1322,s0358_09[TZER].png.min,Thresh to Zero,5,4,24
1323,f0300_08[TZER].png.min,Thresh to Zero,38,4,23
1324,f0325_06[BINV].png.min,Binary Invert,95,5,15
1325,f0315_03[TOZI].png.min,Thresh to Zero Invert,239,4,9
1326,f0255_05[TOZI].png.min,Thresh to Zero Invert,103,4,20
1327,s0359_03[BINV].png.min,Binary Invert,90,2,46
1328,f0481_07[BINV].png.min,Binary Invert,32,4,14
1329,s0409_05.png.min,No Filter,167,3,20
1330,f0364_03[TOZI].png.min,Thresh to Zero Invert,239,2,46
1331,s0458_07[TOZI].png.min,Thresh to Zero Invert,290,5,13
1332,s0368_09[TZER].png.min,Thresh to Zero,101,4,28
1333,s0469_07[TOZI].png.min,Thresh to Zero Invert,238,1,49
1334,f0260_02[TZER].png.min,Thresh to Zero,76,5,4
1335,s0441_10[BINV].png.min,Binary Invert,12,2,43
1336,s0355_08[TOZI].png.min,Thresh to Zero Invert,330,2,49
1337,f0271_04[TZER].png.min,Thresh to Zero,117,3,27
1338,s0327_08[BINV].png.min,Binary Invert,86,1,54
1339,f0424_03[BINV].png.min,Binary Invert,3,4,14
1340,s0495_05[BINV].png.min,Binary Invert,0,2,44
1341,f0496_03[TRUC].png.min,Trunc,98,3,20
1342,f0295_07[TZER].png.min,Thresh to Zero,79,1,43
1343,s0271_04[BINA].png.min,Binary,68,5,14
1344,f0336_02[TZER].png.min,Thresh to Zero,66,1,57
1345,f0395_08[TRUC].png.min,Trunc,175,2,36
1346,f0342_10[TZER].png.min,Thresh to Zero,48,5,5
1347,s0387_04[BINA].png.min,Binary,147,3,28
1348,s0286_02[BINA].png.min,Binary,109,2,49
1349,f0420_09[TOZI].png.min,Thresh to Zero Invert,307,2,55
1350,f0348_08[TZER].png.min,Thresh to Zero,85,2,37
1351,s0272_09[BINA].png.min,Binary,51,2,31
1352,s0391_01[TZER].png.min,Thresh to Zero,93,2,28
1353,s0356_02.png.min,No Filter,172,4,28
1354,f0400_02[BINA].png.min,Binary,36,3,32
1355,f0382_01[BINA].png.min,Binary,103,3,39
1356,s0481_07[BINA].png.min,Binary,65,2,45
1357,s0388_06[TRUC].png.min,Trunc,90,4,15
1358,s0354_05[TOZI].png.min,Thresh to Zero Invert,231,4,26
1359,s0446_01[TRUC].png.min,Trunc,114,2,49
1360,f0314_04[BINA].png.min,Binary,119,5,21
1361,f0296_10[BINA].png.min,Binary,1,1,50
1362,s0321_05.png.min,No Filter,106,3,37
1363,s0284_10[BINV].png.min,Binary Invert,66,1,48
1364,s0435_10[BINA].png.min,Binary,45,2,28
1365,f0286_02[BINV].png.min,Binary Invert,123,1,37
1366,s0273_09.png.min,No Filter,108,1,49
1367,f0323_09[TZER].png.min,Thresh to Zero,106,2,9
1368,f0432_06.png.min,No Filter,102,3,52
1369,f0446_01[TRUC].png.min,Trunc,106,2,28
1370,f0405_02[TRUC].png.min,Trunc,101,3,34
1371,s0269_01[TOZI].png.min,Thresh to Zero Invert,157,3,47
1372,f0378_05.png.min,No Filter,147,3,26
1373,s0429_04[TOZI].png.min,Thresh to Zero Invert,212,3,35
1374,s0355_08[TZER].png.min,Thresh to Zero,109,4,20
1375,s0394_07[TRUC].png.min,Trunc,151,3,25
1376,s0416_06[BINA].png.min,Binary,157,2,21
1377,s0358_09[BINV].png.min,Binary Invert,1,1,42
1378,f0304_08[TRUC].png.min,Trunc,95,3,50
1379,s0272_09[TOZI].png.min,Thresh to Zero Invert,261,2,46
1380,s0445_01[TRUC].png.min,Trunc,111,5,20
1381,s0453_08.png.min,No Filter,153,5,33
1382,s0359_03[TRUC].png.min,Trunc,187,3,26
1383,s0487_02[TOZI].png.min,Thresh to Zero Invert,269,2,36
1384,s0420_09[TZER].png.min,Thresh to Zero,113,3,15
1385,s0373_09[TRUC].png.min,Trunc,101,5,21
1386,s0414_01[TOZI].png.min,Thresh to Zero Invert,301,3,47
1387,f0374_04[TRUC].png.min,Trunc,85,3,45
1388,f0380_04.png.min,No Filter,126,5,24
1389,f0484_05[TOZI].png.min,Thresh to Zero Invert,178,2,30
1390,f0404_08[BINV].png.min,Binary Invert,116,4,14
1391,f0280_02[BINA].png.min,Binary,16,2,40
1392,f0372_07[TZER].png.min,Thresh to Zero,91,1,51
1393,s0395_08[BINV].png.min,Binary Invert,37,3,9
1394,f0434_06[TOZI].png.min,Thresh to Zero Invert,372,1,47
1395,f0304_08[TOZI].png.min,Thresh to Zero Invert,227,3,30
1396,s0496_03[TOZI].png.min,Thresh to Zero Invert,230,1,47
1397,f0285_08[TOZI].png.min,Thresh to Zero Invert,161,4,8
1398,f0419_08[BINV].png.min,Binary Invert,95,5,22
1399,f0460_04[BINV].png.min,Binary Invert,112,1,13
1400,f0431_05[TRUC].png.min,Trunc,87,3,27
1401,f0316_03[BINV].png.min,Binary Invert,92,3,32
1402,f0269_01[TOZI].png.min,Thresh to Zero Invert,245,2,21
1403,s0438_05[TOZI].png.min,Thresh to Zero Invert,147,2,30
1404,f0419_08[TRUC].png.min,Trunc,82,5,2
1405,s0401_08[BINV].png.min,Binary Invert,120,3,9
1406,f0365_07[TRUC].png.min,Trunc,112,2,12
1407,s0296_10[BINV].png.min,Binary Invert,6,1,52
1408,f0351_08[BINV].png.min,Binary Invert,62,4,11
1409,f0365_07[TOZI].png.min,Thresh to Zero Invert,307,1,50
1410,s0339_05[BINV].png.min,Binary Invert,44,2,51
1411,f0414_01[BINA].png.min,Binary,0,2,37
1412,s0367_08[TRUC].png.min,Trunc,95,2,40
1413,s0403_07[BINV].png.min,Binary Invert,59,3,33
1414,f0392_07[BINA].png.min,Binary,61,5,0
1415,f0457_09[BINV].png.min,Binary Invert,47,2,39
1416,s0402_01.png.min,No Filter,84,2,20
1417,s0291_03[BINA].png.min,Binary,107,2,51
1418,f0406_04[TRUC].png.min,Trunc,103,5,10
1419,s0421_01[BINA].png.min,Binary,102,1,53
1420,s0296_10.png.min,No Filter,71,3,38
1421,s0408_01.png.min,No Filter,165,3,28
1422,f0286_02[TZER].png.min,Thresh to Zero,123,5,16
1423,s0433_03[TZER].png.min,Thresh to Zero,140,2,44
1424,s0307_05.png.min,No Filter,165,2,8
1425,s0428_09[TRUC].png.min,Trunc,25,4,17
1426,s0478_07[TZER].png.min,Thresh to Zero,89,3,28
1427,s0267_07[TRUC].png.min,Trunc,10,3,32
1428,s0435_10[BINV].png.min,Binary Invert,64,5,2
1429,f0350_07[TOZI].png.min,Thresh to Zero Invert,242,2,41
1430,s0347_02[TRUC].png.min,Trunc,86,3,17
1431,s0462_05.png.min,No Filter,87,2,45
1432,s0314_04[BINA].png.min,Binary,72,4,18
1433,f0498_05[TOZI].png.min,Thresh to Zero Invert,158,3,32
1434,f0371_05[BINV].png.min,Binary Invert,60,3,20
1435,f0403_07.png.min,No Filter,139,5,20
1436,f0301_02[TZER].png.min,Thresh to Zero,21,2,40
1437,s0429_04[BINV].png.min,Binary Invert,127,5,20
1438,s0401_08[TOZI].png.min,Thresh to Zero Invert,168,5,14
1439,s0353_03[BINA].png.min,Binary,14,2,51
