,nome,filtro,minucias,nfiq,nfiq2
1912,f0288_01[BINA].png.min,Binary,78,2,46
1913,s0481_07[TOZI].png.min,Thresh to Zero Invert,185,2,56
1914,s0273_09[TZER].png.min,Thresh to Zero,11,2,25
1915,s0445_01.png.min,No Filter,108,4,13
1916,s0419_08.png.min,No Filter,185,1,48
1917,f0339_05[BINA].png.min,Binary,77,1,48
1918,f0390_09[TRUC].png.min,Trunc,80,1,49
1919,s0412_07[BINA].png.min,Binary,89,1,51
1920,s0354_05[TRUC].png.min,Trunc,95,2,49
1921,f0268_09[TZER].png.min,Thresh to Zero,37,4,16
1922,f0493_01[BINA].png.min,Binary,122,3,40
1923,f0286_02[TOZI].png.min,Thresh to Zero Invert,191,3,36
1924,f0358_09[TZER].png.min,Thresh to Zero,129,3,32
1925,f0500_02.png.min,No Filter,161,3,22
1926,s0384_09[BINA].png.min,Binary,6,2,29
1927,s0490_01[TZER].png.min,Thresh to Zero,5,2,33
1928,f0361_06[BINA].png.min,Binary,53,5,8
1929,f0363_10[TRUC].png.min,Trunc,65,3,37
1930,f0494_08[TRUC].png.min,Trunc,109,2,42
1931,f0303_03[BINV].png.min,Binary Invert,42,2,45
1932,s0446_01[TZER].png.min,Thresh to Zero,87,3,39
1933,s0283_02.png.min,No Filter,139,3,51
1934,s0303_03[BINA].png.min,Binary,18,1,51
1935,s0340_03[BINA].png.min,Binary,124,2,48
1936,f0499_03[BINA].png.min,Binary,150,3,35
1937,f0491_05.png.min,No Filter,138,1,48
1938,s0287_07[BINV].png.min,Binary Invert,110,2,45
1939,s0461_03[BINV].png.min,Binary Invert,97,3,37
1940,f0324_04.png.min,No Filter,111,5,29
1941,s0323_09[TRUC].png.min,Trunc,133,3,47
1942,f0360_09[TRUC].png.min,Trunc,86,2,47
1943,s0260_02[BINA].png.min,Binary,65,2,40
1944,s0303_03.png.min,No Filter,188,3,29
1945,s0344_06[TRUC].png.min,Trunc,96,1,51
1946,s0484_05[BINA].png.min,Binary,1,5,38
1947,s0309_05[TZER].png.min,Thresh to Zero,79,2,52
1948,s0493_01[BINV].png.min,Binary Invert,130,4,22
1949,s0265_04[TZER].png.min,Thresh to Zero,67,5,7
1950,f0312_08[TRUC].png.min,Trunc,91,2,54
1951,s0293_01.png.min,No Filter,145,3,41
1952,s0349_09[BINA].png.min,Binary,96,5,19
1953,f0358_09[TOZI].png.min,Thresh to Zero Invert,237,1,48
1954,f0394_07[TRUC].png.min,Trunc,66,4,25
1955,s0458_07[BINV].png.min,Binary Invert,56,3,13
1956,f0441_10.png.min,No Filter,116,5,9
1957,f0306_03[BINA].png.min,Binary,121,5,17
1958,f0296_10[TOZI].png.min,Thresh to Zero Invert,174,2,55
1959,f0254_08.png.min,No Filter,140,3,46
1960,s0371_05[BINV].png.min,Binary Invert,108,5,14
1961,f0444_03[BINA].png.min,Binary,80,3,39
1962,s0390_09[BINA].png.min,Binary,55,3,28
1963,f0328_09.png.min,No Filter,86,3,33
1964,s0336_02[TOZI].png.min,Thresh to Zero Invert,137,4,10
1965,s0308_09.png.min,No Filter,172,4,17
1966,f0345_05[BINV].png.min,Binary Invert,88,3,45
1967,f0468_02.png.min,No Filter,112,3,20
1968,f0457_09[BINA].png.min,Binary,44,3,13
1969,f0283_02[BINV].png.min,Binary Invert,120,2,32
1970,f0380_04[BINA].png.min,Binary,34,2,33
1971,s0431_05[TZER].png.min,Thresh to Zero,25,1,58
1972,f0469_07[TOZI].png.min,Thresh to Zero Invert,213,1,49
1973,f0384_09[TRUC].png.min,Trunc,193,3,26
1974,f0466_10.png.min,No Filter,139,3,24
1975,f0493_01[TZER].png.min,Thresh to Zero,118,3,27
1976,f0471_01[TOZI].png.min,Thresh to Zero Invert,272,2,37
1977,s0286_02[BINV].png.min,Binary Invert,115,4,13
1978,f0378_05[TRUC].png.min,Trunc,80,2,44
1979,f0271_04[TOZI].png.min,Thresh to Zero Invert,173,1,37
1980,f0403_07[BINA].png.min,Binary,81,2,14
1981,f0268_09[TOZI].png.min,Thresh to Zero Invert,227,1,51
1982,s0483_01[BINA].png.min,Binary,40,4,14
1983,s0287_07[TZER].png.min,Thresh to Zero,118,1,53
1984,s0439_02[TRUC].png.min,Trunc,160,5,1
1985,f0379_06.png.min,No Filter,185,2,39
1986,f0403_07[BINV].png.min,Binary Invert,79,3,40
1987,f0489_04[TOZI].png.min,Thresh to Zero Invert,200,2,45
1988,f0282_03[TOZI].png.min,Thresh to Zero Invert,158,3,13
1989,f0367_08[TRUC].png.min,Trunc,93,2,41
1990,s0260_02[TZER].png.min,Thresh to Zero,77,1,54
1991,s0469_07[BINV].png.min,Binary Invert,93,3,22
1992,f0295_07[TOZI].png.min,Thresh to Zero Invert,71,1,49
1993,s0392_07[TRUC].png.min,Trunc,43,3,26
1994,s0300_08[TOZI].png.min,Thresh to Zero Invert,275,3,33
1995,s0400_02[TZER].png.min,Thresh to Zero,114,2,40
1996,f0423_02[BINA].png.min,Binary,79,4,32
1997,f0276_09[BINV].png.min,Binary Invert,96,2,42
1998,s0421_01.png.min,No Filter,138,1,45
1999,s0332_03[TZER].png.min,Thresh to Zero,108,2,41
2000,f0482_08[BINA].png.min,Binary,93,2,38
2001,s0304_08[TOZI].png.min,Thresh to Zero Invert,238,3,38
2002,f0309_05[BINA].png.min,Binary,102,3,40
2003,s0446_01[BINV].png.min,Binary Invert,87,3,30
2004,s0347_02[BINV].png.min,Binary Invert,84,2,43
2005,s0356_02[TRUC].png.min,Trunc,172,5,11
2006,f0342_10[TOZI].png.min,Thresh to Zero Invert,156,5,16
2007,s0396_09[TRUC].png.min,Trunc,96,1,45
2008,f0383_04[TRUC].png.min,Trunc,94,3,20
2009,s0383_04[TOZI].png.min,Thresh to Zero Invert,220,4,18
2010,s0333_08[TZER].png.min,Thresh to Zero,62,3,26
2011,s0439_02[TZER].png.min,Thresh to Zero,136,3,9
2012,s0379_06.png.min,No Filter,180,3,24
2013,s0413_01[TOZI].png.min,Thresh to Zero Invert,239,1,36
2014,s0400_02.png.min,No Filter,169,2,47
2015,f0413_01[TOZI].png.min,Thresh to Zero Invert,283,3,33
2016,s0475_03[BINV].png.min,Binary Invert,47,2,26
2017,s0328_09.png.min,No Filter,190,2,38
2018,f0341_03.png.min,No Filter,121,5,6
2019,f0481_07[TRUC].png.min,Trunc,137,1,46
2020,s0409_05[TRUC].png.min,Trunc,86,1,42
2021,s0365_07.png.min,No Filter,134,1,50
2022,f0341_03[BINA].png.min,Binary,77,1,47
2023,s0368_09.png.min,No Filter,169,3,29
2024,f0256_03[TZER].png.min,Thresh to Zero,64,3,34
2025,f0449_05[TRUC].png.min,Trunc,98,5,16
2026,s0269_01.png.min,No Filter,118,3,39
2027,f0456_06.png.min,No Filter,164,3,23
2028,f0303_03.png.min,No Filter,144,1,46
2029,f0278_03[TRUC].png.min,Trunc,117,3,37
2030,s0411_05[TRUC].png.min,Trunc,95,5,9
2031,s0293_01[BINV].png.min,Binary Invert,82,2,29
2032,f0392_07[TZER].png.min,Thresh to Zero,69,5,13
2033,f0340_03[TOZI].png.min,Thresh to Zero Invert,328,4,37
2034,s0470_01[BINA].png.min,Binary,97,3,27
2035,f0442_04[TZER].png.min,Thresh to Zero,140,5,5
2036,f0449_05[BINA].png.min,Binary,66,2,32
2037,s0315_03.png.min,No Filter,89,5,9
2038,s0492_02[TRUC].png.min,Trunc,104,2,51
2039,f0253_08[BINA].png.min,Binary,73,2,36
2040,f0359_03[BINA].png.min,Binary,122,3,43
2041,f0355_08[TRUC].png.min,Trunc,137,1,48
2042,s0392_07[TOZI].png.min,Thresh to Zero Invert,109,2,52
2043,s0443_06[TZER].png.min,Thresh to Zero,61,4,5
2044,f0381_01[BINA].png.min,Binary,80,2,29
2045,f0386_02[TRUC].png.min,Trunc,141,2,24
2046,f0377_04[TOZI].png.min,Thresh to Zero Invert,208,2,28
2047,f0412_07[BINV].png.min,Binary Invert,147,3,40
2048,f0353_03[TZER].png.min,Thresh to Zero,78,3,39
2049,f0324_04[BINA].png.min,Binary,92,3,45
2050,f0415_04[BINV].png.min,Binary Invert,115,1,52
2051,s0373_09[BINA].png.min,Binary,86,2,39
2052,f0308_09[BINV].png.min,Binary Invert,47,2,46
2053,f0326_07.png.min,No Filter,144,3,38
2054,f0348_08[BINA].png.min,Binary,87,4,13
2055,s0370_02.png.min,No Filter,153,2,21
2056,s0449_05[BINV].png.min,Binary Invert,75,2,38
2057,s0372_07[BINV].png.min,Binary Invert,67,2,34
2058,f0448_03[TRUC].png.min,Trunc,123,1,30
2059,f0451_10.png.min,No Filter,132,2,36
2060,s0297_01[TOZI].png.min,Thresh to Zero Invert,308,3,8
2061,f0445_01[BINV].png.min,Binary Invert,53,3,32
2062,f0440_08[BINA].png.min,Binary,52,3,34
2063,s0472_07[BINA].png.min,Binary,120,1,52
2064,f0465_08[TOZI].png.min,Thresh to Zero Invert,213,3,18
2065,f0320_10[TRUC].png.min,Trunc,90,2,49
2066,f0449_05[TZER].png.min,Thresh to Zero,67,2,52
2067,f0324_04[TOZI].png.min,Thresh to Zero Invert,198,2,47
2068,f0340_03.png.min,No Filter,191,2,20
2069,f0448_03[TZER].png.min,Thresh to Zero,107,5,22
2070,s0473_01[BINV].png.min,Binary Invert,40,5,3
2071,f0399_02[BINV].png.min,Binary Invert,20,2,35
2072,f0272_09[BINA].png.min,Binary,83,2,32
2073,s0327_08.png.min,No Filter,120,3,22
2074,s0364_03[TRUC].png.min,Trunc,88,3,7
2075,f0493_01[BINV].png.min,Binary Invert,136,3,33
2076,f0275_02[BINV].png.min,Binary Invert,74,1,46
2077,s0259_10[BINA].png.min,Binary,95,2,36
2078,s0348_08[BINA].png.min,Binary,74,2,49
2079,s0341_03[TOZI].png.min,Thresh to Zero Invert,213,3,8
2080,s0380_04.png.min,No Filter,145,5,21
2081,s0255_05[BINA].png.min,Binary,133,5,19
2082,s0418_02[TOZI].png.min,Thresh to Zero Invert,128,2,43
2083,s0401_08[BINA].png.min,Binary,111,3,22
2084,f0400_02[TRUC].png.min,Trunc,3,3,20
2085,s0445_01[TOZI].png.min,Thresh to Zero Invert,164,2,40
2086,f0373_09.png.min,No Filter,93,3,41
2087,f0407_09[TZER].png.min,Thresh to Zero,51,5,6
2088,f0462_05[TRUC].png.min,Trunc,51,3,40
2089,s0335_06.png.min,No Filter,107,4,6
2090,s0435_10[TRUC].png.min,Trunc,81,2,44
2091,f0473_01[BINA].png.min,Binary,173,1,49
2092,f0364_03.png.min,No Filter,128,2,44
2093,f0270_01.png.min,No Filter,117,1,51
2094,s0328_09[TRUC].png.min,Trunc,186,2,9
2095,s0300_08[BINV].png.min,Binary Invert,32,2,23
2096,f0495_05[TZER].png.min,Thresh to Zero,77,1,55
2097,f0492_02[TZER].png.min,Thresh to Zero,103,1,50
2098,s0345_05[TRUC].png.min,Trunc,17,2,13
2099,s0489_04.png.min,No Filter,137,2,40
2100,s0388_06.png.min,No Filter,139,3,38
2101,f0271_04[BINA].png.min,Binary,88,5,17
2102,s0280_02[TOZI].png.min,Thresh to Zero Invert,223,3,35
2103,s0381_01[BINA].png.min,Binary,83,2,42
2104,s0268_09[BINV].png.min,Binary Invert,30,3,36
2105,f0349_09[TRUC].png.min,Trunc,103,4,17
2106,f0388_06[TOZI].png.min,Thresh to Zero Invert,253,4,16
2107,f0435_10[BINV].png.min,Binary Invert,46,2,25
2108,f0294_06[TOZI].png.min,Thresh to Zero Invert,113,3,24
2109,f0317_05[TOZI].png.min,Thresh to Zero Invert,193,4,18
2110,s0368_09[TOZI].png.min,Thresh to Zero Invert,164,3,39
2111,f0362_05[BINV].png.min,Binary Invert,121,2,49
2112,f0410_06[BINA].png.min,Binary,116,2,37
2113,f0432_06[BINA].png.min,Binary,106,3,37
2114,f0307_05[TOZI].png.min,Thresh to Zero Invert,189,3,16
2115,f0257_07[TOZI].png.min,Thresh to Zero Invert,188,4,14
2116,s0411_05[BINV].png.min,Binary Invert,27,1,51
2117,f0318_05.png.min,No Filter,122,2,39
2118,s0358_09[TRUC].png.min,Trunc,147,2,32
2119,f0409_05[BINA].png.min,Binary,131,1,40
2120,s0499_03[TZER].png.min,Thresh to Zero,12,1,49
2121,f0401_08.png.min,No Filter,91,2,53
2122,s0342_10[TOZI].png.min,Thresh to Zero Invert,176,1,49
2123,s0410_06[TZER].png.min,Thresh to Zero,23,3,33
2124,s0351_08[TOZI].png.min,Thresh to Zero Invert,216,3,19
2125,s0277_05.png.min,No Filter,190,3,12
2126,f0373_09[TRUC].png.min,Trunc,81,3,22
2127,f0319_06[TZER].png.min,Thresh to Zero,101,1,46
2128,f0334_02[BINV].png.min,Binary Invert,75,2,31
2129,s0291_03.png.min,No Filter,131,2,25
2130,s0412_07[TZER].png.min,Thresh to Zero,88,3,45
2131,f0383_04.png.min,No Filter,97,3,19
2132,f0277_05[TRUC].png.min,Trunc,109,3,32
2133,f0428_09[TZER].png.min,Thresh to Zero,119,3,40
2134,f0265_04[TOZI].png.min,Thresh to Zero Invert,240,3,28
2135,s0362_05[TZER].png.min,Thresh to Zero,45,2,27
2136,s0411_05.png.min,No Filter,95,3,27
2137,f0330_08[TZER].png.min,Thresh to Zero,159,1,60
2138,f0471_01.png.min,No Filter,146,4,10
2139,s0397_06[TOZI].png.min,Thresh to Zero Invert,100,4,13
2140,f0314_04[TZER].png.min,Thresh to Zero,119,3,25
2141,s0447_01[TOZI].png.min,Thresh to Zero Invert,173,3,15
2142,f0301_02[BINV].png.min,Binary Invert,23,1,53
2143,f0265_04[TRUC].png.min,Trunc,129,3,43
2144,f0424_03[TRUC].png.min,Trunc,103,3,33
2145,s0395_08[BINA].png.min,Binary,30,3,28
2146,f0488_10[BINA].png.min,Binary,79,2,51
2147,f0460_04.png.min,No Filter,158,3,10
2148,s0436_09.png.min,No Filter,220,3,38
2149,s0375_02[TZER].png.min,Thresh to Zero,110,2,50
2150,f0464_06[TZER].png.min,Thresh to Zero,122,4,23
2151,f0375_02[BINA].png.min,Binary,102,2,42
2152,f0369_04[BINA].png.min,Binary,111,2,33
2153,s0396_09[BINV].png.min,Binary Invert,13,3,40
2154,f0429_04[BINA].png.min,Binary,39,2,43
2155,s0307_05[TOZI].png.min,Thresh to Zero Invert,265,2,51
2156,s0263_05[TOZI].png.min,Thresh to Zero Invert,209,4,29
2157,s0466_10.png.min,No Filter,143,1,38
2158,f0448_03[BINV].png.min,Binary Invert,117,1,51
2159,f0380_04[TOZI].png.min,Thresh to Zero Invert,243,3,29
2160,s0485_06[BINA].png.min,Binary,55,3,35
2161,f0403_07[TZER].png.min,Thresh to Zero,89,5,11
2162,s0370_02[TOZI].png.min,Thresh to Zero Invert,240,2,46
2163,s0343_09[TZER].png.min,Thresh to Zero,108,2,53
2164,f0281_04.png.min,No Filter,164,4,12
2165,f0296_10.png.min,No Filter,137,2,50
2166,s0401_08[TZER].png.min,Thresh to Zero,123,3,37
2167,f0417_08[TRUC].png.min,Trunc,92,3,34
2168,f0308_09[TRUC].png.min,Trunc,131,5,4
2169,s0290_02[TOZI].png.min,Thresh to Zero Invert,332,5,21
2170,f0393_06[TOZI].png.min,Thresh to Zero Invert,215,2,43
2171,f0466_10[TOZI].png.min,Thresh to Zero Invert,247,3,42
2172,s0324_04[TOZI].png.min,Thresh to Zero Invert,151,1,52
2173,f0420_09[TRUC].png.min,Trunc,133,3,10
2174,s0333_08[TOZI].png.min,Thresh to Zero Invert,273,3,21
2175,s0330_08[BINA].png.min,Binary,188,5,29
2176,f0402_01[BINA].png.min,Binary,72,1,43
2177,f0389_07[BINV].png.min,Binary Invert,115,4,16
2178,s0338_04[TZER].png.min,Thresh to Zero,30,2,10
2179,f0455_04[TZER].png.min,Thresh to Zero,27,1,53
2180,f0260_02[TRUC].png.min,Trunc,122,3,20
2181,s0338_04[BINV].png.min,Binary Invert,27,2,45
2182,s0366_06[BINA].png.min,Binary,151,5,15
2183,f0430_10[TZER].png.min,Thresh to Zero,85,4,17
2184,s0255_05[TOZI].png.min,Thresh to Zero Invert,145,1,51
2185,f0390_09[BINA].png.min,Binary,93,2,13
2186,f0380_04[TZER].png.min,Thresh to Zero,31,2,31
2187,s0265_04[TRUC].png.min,Trunc,150,3,16
2188,s0492_02[BINA].png.min,Binary,117,5,23
2189,s0475_03[BINA].png.min,Binary,41,4,11
2190,s0352_09[TRUC].png.min,Trunc,150,3,42
2191,f0449_05[BINV].png.min,Binary Invert,64,5,1
2192,f0278_03[BINA].png.min,Binary,66,3,44
2193,f0393_06[TZER].png.min,Thresh to Zero,108,5,11
2194,s0321_05[TZER].png.min,Thresh to Zero,51,1,23
2195,f0491_05[BINV].png.min,Binary Invert,105,1,50
2196,s0353_03[BINV].png.min,Binary Invert,14,3,48
2197,s0285_08[TOZI].png.min,Thresh to Zero Invert,218,4,29
2198,f0369_04.png.min,No Filter,104,2,37
2199,s0334_02[TZER].png.min,Thresh to Zero,76,3,28
2200,f0429_04[BINV].png.min,Binary Invert,32,5,2
2201,s0405_02[TZER].png.min,Thresh to Zero,107,2,50
2202,s0384_09[TRUC].png.min,Trunc,164,3,36
2203,f0287_07[BINA].png.min,Binary,156,1,52
2204,s0480_04[TOZI].png.min,Thresh to Zero Invert,112,2,46
2205,s0278_03[BINV].png.min,Binary Invert,40,2,34
2206,f0273_09[BINA].png.min,Binary,15,3,45
2207,f0414_01[TZER].png.min,Thresh to Zero,142,3,20
2208,s0419_08[BINA].png.min,Binary,63,1,49
2209,f0272_09.png.min,No Filter,163,1,46
2210,f0488_10[TRUC].png.min,Trunc,27,3,34
2211,f0393_06.png.min,No Filter,132,2,28
2212,s0292_04[TOZI].png.min,Thresh to Zero Invert,258,5,16
2213,s0490_01[TRUC].png.min,Trunc,125,4,14
2214,f0381_01[TOZI].png.min,Thresh to Zero Invert,256,2,36
2215,f0257_07[TZER].png.min,Thresh to Zero,136,3,22
2216,f0275_02[TRUC].png.min,Trunc,91,4,20
2217,f0474_06.png.min,No Filter,184,3,24
2218,s0256_03[BINA].png.min,Binary,48,3,38
2219,s0380_04[TRUC].png.min,Trunc,121,3,44
2220,s0332_03[TRUC].png.min,Trunc,66,1,54
2221,s0486_10[BINV].png.min,Binary Invert,109,2,16
2222,f0343_09[TZER].png.min,Thresh to Zero,5,1,49
2223,f0417_08.png.min,No Filter,100,3,23
2224,s0262_05[BINA].png.min,Binary,100,1,43
2225,s0269_01[TRUC].png.min,Trunc,124,5,7
2226,s0361_06[TOZI].png.min,Thresh to Zero Invert,287,4,12
2227,f0354_05[TRUC].png.min,Trunc,162,2,36
2228,f0425_07[TOZI].png.min,Thresh to Zero Invert,104,4,10
2229,f0451_10[TZER].png.min,Thresh to Zero,129,2,40
2230,f0456_06[TZER].png.min,Thresh to Zero,152,3,16
2231,s0253_08[TOZI].png.min,Thresh to Zero Invert,263,4,31
2232,s0254_08[TRUC].png.min,Trunc,149,4,17
2233,s0274_05.png.min,No Filter,142,4,23
2234,f0437_04[TOZI].png.min,Thresh to Zero Invert,222,5,17
2235,f0422_07[TOZI].png.min,Thresh to Zero Invert,338,4,12
2236,f0254_08[BINA].png.min,Binary,127,5,18
2237,s0384_09[BINV].png.min,Binary Invert,10,2,27
2238,s0338_04[BINA].png.min,Binary,34,3,28
2239,s0281_04[BINA].png.min,Binary,172,2,43
2240,f0296_10[BINV].png.min,Binary Invert,0,5,5
2241,f0463_10[TRUC].png.min,Trunc,28,3,21
2242,f0292_04[BINV].png.min,Binary Invert,104,5,17
2243,f0450_10[TZER].png.min,Thresh to Zero,105,2,38
2244,s0261_01[TRUC].png.min,Trunc,128,1,53
2245,s0374_04[TZER].png.min,Thresh to Zero,40,2,38
2246,f0477_04[TZER].png.min,Thresh to Zero,82,1,56
2247,s0438_05.png.min,No Filter,208,2,42
2248,s0425_07[BINV].png.min,Binary Invert,60,3,15
2249,s0466_10[TOZI].png.min,Thresh to Zero Invert,211,4,19
2250,f0447_01[BINV].png.min,Binary Invert,115,3,35
2251,s0406_04[TOZI].png.min,Thresh to Zero Invert,235,2,51
2252,s0456_06.png.min,No Filter,136,3,12
2253,s0487_02[TRUC].png.min,Trunc,142,2,15
2254,s0461_03[TRUC].png.min,Trunc,164,3,25
2255,s0336_02[TZER].png.min,Thresh to Zero,156,3,16
2256,f0438_05[BINV].png.min,Binary Invert,15,5,11
2257,f0357_07[BINV].png.min,Binary Invert,66,5,17
2258,f0386_02.png.min,No Filter,153,3,23
2259,s0489_04[TZER].png.min,Thresh to Zero,66,2,38
2260,s0332_03[TOZI].png.min,Thresh to Zero Invert,197,5,6
2261,f0472_07.png.min,No Filter,223,1,48
2262,s0285_08[TRUC].png.min,Trunc,137,4,25
2263,s0309_05[BINA].png.min,Binary,90,2,47
2264,s0404_08.png.min,No Filter,173,2,44
2265,s0316_03[BINA].png.min,Binary,106,5,18
2266,s0467_01[TRUC].png.min,Trunc,123,2,37
2267,s0473_01[BINA].png.min,Binary,29,3,31
2268,s0494_08[BINV].png.min,Binary Invert,28,5,1
2269,s0316_03[TOZI].png.min,Thresh to Zero Invert,331,4,12
2270,s0450_10[TZER].png.min,Thresh to Zero,120,5,15
2271,f0440_08[TRUC].png.min,Trunc,136,4,25
2272,f0277_05[TOZI].png.min,Thresh to Zero Invert,202,2,37
2273,f0362_05[BINA].png.min,Binary,124,3,31
2274,f0278_03[TZER].png.min,Thresh to Zero,66,2,41
2275,s0422_07[TRUC].png.min,Trunc,93,3,44
2276,s0334_02[BINV].png.min,Binary Invert,99,1,44
2277,s0365_07[TRUC].png.min,Trunc,125,2,52
2278,s0375_02[TRUC].png.min,Trunc,64,5,5
2279,s0452_06[TOZI].png.min,Thresh to Zero Invert,166,5,7
2280,s0475_03[TZER].png.min,Thresh to Zero,44,5,7
2281,s0484_05[TRUC].png.min,Trunc,134,4,16
2282,f0413_01[TRUC].png.min,Trunc,161,5,14
2283,s0477_04[TOZI].png.min,Thresh to Zero Invert,211,2,46
2284,f0284_10[BINA].png.min,Binary,71,3,25
2285,s0306_03[TOZI].png.min,Thresh to Zero Invert,220,2,42
2286,s0347_02.png.min,No Filter,82,5,8
2287,s0266_04.png.min,No Filter,161,5,6
2288,f0358_09[BINV].png.min,Binary Invert,155,2,47
2289,f0461_03[TRUC].png.min,Trunc,138,2,36
2290,f0407_09[BINA].png.min,Binary,52,2,46
2291,s0375_02.png.min,No Filter,131,2,44
2292,s0353_03[TRUC].png.min,Trunc,208,2,39
2293,f0478_07[TZER].png.min,Thresh to Zero,40,2,21
2294,s0272_09[BINV].png.min,Binary Invert,68,5,8
2295,s0478_07.png.min,No Filter,88,1,49
2296,f0407_09[TOZI].png.min,Thresh to Zero Invert,291,3,20
2297,f0477_04[BINV].png.min,Binary Invert,85,3,34
2298,f0290_02[TZER].png.min,Thresh to Zero,117,3,17
2299,s0330_08[BINV].png.min,Binary Invert,193,3,26
2300,f0478_07[TRUC].png.min,Trunc,71,3,31
2301,s0365_07[BINV].png.min,Binary Invert,91,4,35
2302,f0295_07[BINV].png.min,Binary Invert,63,5,7
2303,f0480_04[TRUC].png.min,Trunc,78,5,6
2304,f0275_02[TZER].png.min,Thresh to Zero,63,3,19
2305,f0274_05[BINV].png.min,Binary Invert,95,3,11
2306,s0269_01[BINV].png.min,Binary Invert,6,4,12
2307,s0295_07[TRUC].png.min,Trunc,99,3,36
2308,s0336_02[BINA].png.min,Binary,171,5,10
2309,f0443_06.png.min,No Filter,93,3,27
2310,f0499_03[BINV].png.min,Binary Invert,165,3,47
2311,s0407_09[BINA].png.min,Binary,57,2,22
2312,s0406_04[TZER].png.min,Thresh to Zero,41,2,13
2313,f0320_10[BINA].png.min,Binary,53,2,34
2314,f0421_01[BINV].png.min,Binary Invert,132,1,48
2315,f0439_02[TRUC].png.min,Trunc,90,2,24
2316,s0436_09[BINV].png.min,Binary Invert,134,1,46
2317,f0290_02[BINV].png.min,Binary Invert,111,3,38
2318,f0433_03[BINV].png.min,Binary Invert,101,3,3
2319,s0425_07[TRUC].png.min,Trunc,58,3,16
2320,f0329_09[TOZI].png.min,Thresh to Zero Invert,212,2,49
2321,s0400_02[BINV].png.min,Binary Invert,105,2,36
2322,s0411_05[TZER].png.min,Thresh to Zero,30,3,31
2323,f0411_05.png.min,No Filter,98,3,14
2324,f0494_08[BINV].png.min,Binary Invert,46,4,31
2325,f0448_03[TOZI].png.min,Thresh to Zero Invert,304,1,43
2326,s0277_05[TRUC].png.min,Trunc,55,3,35
2327,f0333_08[TRUC].png.min,Trunc,116,3,20
2328,f0396_09[TZER].png.min,Thresh to Zero,76,2,44
2329,s0387_04[BINV].png.min,Binary Invert,140,3,17
2330,s0363_10[TOZI].png.min,Thresh to Zero Invert,218,5,12
2331,f0256_03[TRUC].png.min,Trunc,94,1,50
2332,s0367_08[BINA].png.min,Binary,78,3,41
2333,f0259_10.png.min,No Filter,129,3,35
2334,f0350_07[TRUC].png.min,Trunc,98,2,37
2335,f0271_04[TRUC].png.min,Trunc,96,1,50
2336,s0271_04[TZER].png.min,Thresh to Zero,91,3,24
2337,s0456_06[TRUC].png.min,Trunc,40,4,34
2338,s0433_03[TOZI].png.min,Thresh to Zero Invert,99,3,21
2339,s0320_10[TZER].png.min,Thresh to Zero,48,3,24
2340,s0374_04[BINA].png.min,Binary,38,2,33
2341,s0357_07[TZER].png.min,Thresh to Zero,125,3,24
2342,f0396_09[TOZI].png.min,Thresh to Zero Invert,298,3,28
2343,s0298_06[TRUC].png.min,Trunc,124,2,34
2344,f0349_09[BINV].png.min,Binary Invert,68,4,18
2345,f0395_08.png.min,No Filter,176,3,31
2346,f0452_06.png.min,No Filter,134,2,15
2347,s0464_06[TRUC].png.min,Trunc,127,4,14
2348,f0462_05.png.min,No Filter,92,3,37
2349,f0434_06[TZER].png.min,Thresh to Zero,70,3,29
2350,s0273_09[BINV].png.min,Binary Invert,11,3,28
2351,s0472_07[TRUC].png.min,Trunc,174,2,47
2352,f0310_05[TZER].png.min,Thresh to Zero,18,2,43
2353,f0286_02.png.min,No Filter,123,1,45
2354,f0425_07[BINA].png.min,Binary,68,4,3
2355,f0453_08.png.min,No Filter,134,3,23
2356,f0414_01[TOZI].png.min,Thresh to Zero Invert,1,3,45
2357,s0333_08[BINV].png.min,Binary Invert,75,3,30
2358,s0313_08[TOZI].png.min,Thresh to Zero Invert,287,3,38
2359,f0360_09[TOZI].png.min,Thresh to Zero Invert,179,2,28
2360,s0451_10[TOZI].png.min,Thresh to Zero Invert,229,2,14
2361,f0486_10[TZER].png.min,Thresh to Zero,148,2,21
2362,s0348_08.png.min,No Filter,128,3,25
2363,f0301_02[BINA].png.min,Binary,21,2,38
2364,f0407_09.png.min,No Filter,94,1,50
2365,f0423_02[TOZI].png.min,Thresh to Zero Invert,213,2,34
2366,s0341_03[TZER].png.min,Thresh to Zero,100,2,47
2367,f0427_06.png.min,No Filter,263,3,22
2368,f0321_05.png.min,No Filter,153,1,50
2369,f0471_01[TZER].png.min,Thresh to Zero,73,2,44
2370,f0308_09.png.min,No Filter,145,3,21
2371,s0323_09[TZER].png.min,Thresh to Zero,98,2,41
2372,f0411_05[BINV].png.min,Binary Invert,61,2,48
2373,f0290_02[BINA].png.min,Binary,98,4,24
2374,s0471_01.png.min,No Filter,165,1,42
2375,s0274_05[BINA].png.min,Binary,41,2,30
2376,s0251_05[TOZI].png.min,Thresh to Zero Invert,179,4,10
2377,f0275_02[TOZI].png.min,Thresh to Zero Invert,303,1,48
2378,f0283_02[TRUC].png.min,Trunc,67,2,41
2379,s0307_05[BINV].png.min,Binary Invert,74,2,38
2380,s0427_06.png.min,No Filter,188,2,54
2381,s0315_03[BINV].png.min,Binary Invert,87,1,52
2382,s0434_06[TZER].png.min,Thresh to Zero,111,2,17
